"units","objectType","objects","OID","status","index","ID","objectFullName","defval","objectSyntax","description","maxAccess","augments","reference","objectName","parent","module"
"","OBJECT-TYPE","","1.3.6.1.6.3.12.1.3.1.6","current","","6","SNMP-TARGET-MIB::snmpTargetParamsStorageType","{ nonVolatile }","StorageType","""The storage type for this conceptual row. Conceptual rows having the value 'permanent' need not allow write-access to any columnar objects in the row.""","read-create","","","snmpTargetParamsStorageType","snmpTargetParamsEntry","SNMP-TARGET-MIB"
"","OBJECT-TYPE","","1.3.6.1.6.3.12.1.3.1.7","current","","7","SNMP-TARGET-MIB::snmpTargetParamsRowStatus","","RowStatus","""The status of this conceptual row. To create a row in this table, a manager must set this object to either createAndGo(4) or createAndWait(5). Until instances of all corresponding columns are appropriately configured, the value of the corresponding instance of the snmpTargetParamsRowStatus column is 'notReady'. In particular, a newly created row cannot be made active until the corresponding snmpTargetParamsMPModel, snmpTargetParamsSecurityModel, snmpTargetParamsSecurityName, and snmpTargetParamsSecurityLevel have all been set. The following objects may not be modified while the value of this object is active(1): - snmpTargetParamsMPModel - snmpTargetParamsSecurityModel - snmpTargetParamsSecurityName - snmpTargetParamsSecurityLevel An attempt to set these objects while the value of snmpTargetParamsRowStatus is active(1) will result in an inconsistentValue error.""","read-create","","","snmpTargetParamsRowStatus","snmpTargetParamsEntry","SNMP-TARGET-MIB"
"","OBJECT-TYPE","","1.3.6.1.6.3.12.1.4","current","","4","SNMP-TARGET-MIB::snmpUnavailableContexts","","Counter32","""The total number of packets received by the SNMP engine which were dropped because the context contained in the message was unavailable.""","read-only","","","snmpUnavailableContexts","snmpTargetObjects","SNMP-TARGET-MIB"
"","OBJECT-TYPE","","1.3.6.1.6.3.12.1.5","current","","5","SNMP-TARGET-MIB::snmpUnknownContexts","","Counter32","""The total number of packets received by the SNMP engine which were dropped because the context contained in the message was unknown.""","read-only","","","snmpUnknownContexts","snmpTargetObjects","SNMP-TARGET-MIB"
"","OBJECT IDENTIFIER","","1.3.6.1.6.3.12.3.1","","","1","SNMP-TARGET-MIB::snmpTargetCompliances","","","","","","","snmpTargetCompliances","snmpTargetConformance","SNMP-TARGET-MIB"
"","OBJECT IDENTIFIER","","1.3.6.1.6.3.12.3.2","","","2","SNMP-TARGET-MIB::snmpTargetGroups","","","","","","","snmpTargetGroups","snmpTargetConformance","SNMP-TARGET-MIB"
"","MODULE-COMPLIANCE","","1.3.6.1.6.3.12.3.1.1","","","1","SNMP-TARGET-MIB::snmpTargetCommandResponderCompliance","","","","","","","snmpTargetCommandResponderCompliance","snmpTargetCompliances","SNMP-TARGET-MIB"
"","OBJECT-GROUP","{ snmpTargetSpinLock, snmpTargetAddrTDomain, snmpTargetAddrTAddress, snmpTargetAddrTagList, snmpTargetAddrParams, snmpTargetAddrStorageType, snmpTargetAddrRowStatus, snmpTargetParamsMPModel, snmpTargetParamsSecurityModel, snmpTargetParamsSecurityName, snmpTargetParamsSecurityLevel, snmpTargetParamsStorageType, snmpTargetParamsRowStatus }","1.3.6.1.6.3.12.3.2.1","current","","1","SNMP-TARGET-MIB::snmpTargetBasicGroup","","","""A collection of objects providing basic remote configuration of management targets.""","","","","snmpTargetBasicGroup","snmpTargetGroups","SNMP-TARGET-MIB"
"","OBJECT-GROUP","{ snmpTargetAddrTimeout, snmpTargetAddrRetryCount }","1.3.6.1.6.3.12.3.2.2","current","","2","SNMP-TARGET-MIB::snmpTargetResponseGroup","","","""A collection of objects providing remote configuration of management targets for applications which generate SNMP messages for which a response message would be expected.""","","","","snmpTargetResponseGroup","snmpTargetGroups","SNMP-TARGET-MIB"
"","OBJECT-GROUP","{ snmpUnavailableContexts, snmpUnknownContexts }","1.3.6.1.6.3.12.3.2.3","current","","3","SNMP-TARGET-MIB::snmpTargetCommandResponderGroup","","","""A collection of objects required for command responder applications, used for counting error conditions.""","","","","snmpTargetCommandResponderGroup","snmpTargetGroups","SNMP-TARGET-MIB"
"","IMPORT","{ MODULE-IDENTITY,OBJECT-TYPE,OBJECT-IDENTITY,snmpModules,Counter32 }","","","","","SNMP-USER-BASED-SM-MIB::","","","Objects imported from Module: SNMPv2-SMI","","","","SNMPv2-SMI","","SNMP-USER-BASED-SM-MIB"
"","MODULE-IDENTITY","","1.3.6.1.6.3.15","","","15","SNMP-USER-BASED-SM-MIB::snmpUsmMIB","","","""The management information definitions for the SNMP User-based Security Model. Copyright (C) The Internet Society (2002). This version of this MIB module is part of RFC 3414; see the RFC itself for full legal notices.""","","","","snmpUsmMIB","snmpModules","SNMP-USER-BASED-SM-MIB"
"","OBJECT IDENTIFIER","","1.3.6.1.6.3.15.1","","","1","SNMP-USER-BASED-SM-MIB::usmMIBObjects","","","","","","","usmMIBObjects","snmpUsmMIB","SNMP-USER-BASED-SM-MIB"
"","OBJECT IDENTIFIER","","1.3.6.1.6.3.15.2","","","2","SNMP-USER-BASED-SM-MIB::usmMIBConformance","","","","","","","usmMIBConformance","snmpUsmMIB","SNMP-USER-BASED-SM-MIB"
"","OBJECT IDENTIFIER","","1.3.6.1.6.3.10.1.1.1","","","1","SNMP-USER-BASED-SM-MIB::usmNoAuthProtocol","","","","","","","usmNoAuthProtocol","snmpAuthProtocols","SNMP-USER-BASED-SM-MIB"
"","OBJECT IDENTIFIER","","1.3.6.1.6.3.10.1.1.2","","","2","SNMP-USER-BASED-SM-MIB::usmHMACMD5AuthProtocol","","","","","","","usmHMACMD5AuthProtocol","snmpAuthProtocols","SNMP-USER-BASED-SM-MIB"
"","OBJECT IDENTIFIER","","1.3.6.1.6.3.10.1.1.3","","","3","SNMP-USER-BASED-SM-MIB::usmHMACSHAAuthProtocol","","","","","","","usmHMACSHAAuthProtocol","snmpAuthProtocols","SNMP-USER-BASED-SM-MIB"
"","OBJECT IDENTIFIER","","1.3.6.1.6.3.10.1.2.1","","","1","SNMP-USER-BASED-SM-MIB::usmNoPrivProtocol","","","","","","","usmNoPrivProtocol","snmpPrivProtocols","SNMP-USER-BASED-SM-MIB"
"","OBJECT IDENTIFIER","","1.3.6.1.6.3.10.1.2.2","","","2","SNMP-USER-BASED-SM-MIB::usmDESPrivProtocol","","","","","","","usmDESPrivProtocol","snmpPrivProtocols","SNMP-USER-BASED-SM-MIB"
"","TEXTUAL-CONVENTION","","","current","","","SNMP-USER-BASED-SM-MIB::KeyChange","","OCTET STRING","""Every definition of an object with this syntax must identify a protocol P, a secret key K, and a hash algorithm H that produces output of L octets. The object's value is a manager-generated, partially-random value which, when modified, causes the value of the secret key K, to be modified via a one-way function. The value of an instance of this object is the concatenation of two components: first a 'random' component and then a 'delta' component. The lengths of the random and delta components are given by the corresponding value of the protocol P; if P requires K to be a fixed length, the length of both the random and delta components is that fixed length; if P allows the length of K to be variable up to a particular maximum length, the length of the random component is that maximum length and the length of the delta component is any length less than or equal to that maximum length. For example, usmHMACMD5AuthProtocol requires K to be a fixed length of 16 octets and L - of 16 octets. usmHMACSHAAuthProtocol requires K to be a fixed length of 20 octets and L - of 20 octets. Other protocols may define other sizes, as deemed appropriate. When a requester wants to change the old key K to a new key keyNew on a remote entity, the 'random' component is obtained from either a true random generator, or from a pseudorandom generator, and the 'delta' component is computed as follows: - a temporary variable is initialized to the existing value of K; - if the length of the keyNew is greater than L octets, then: - the random component is appended to the value of the temporary variable, and the result is input to the the hash algorithm H to produce a digest value, and the temporary variable is set to this digest value; - the value of the temporary variable is XOR-ed with the first (next) L-octets (16 octets in case of MD5) of the keyNew to produce the first (next) L-octets (16 octets in case of MD5) of the 'delta' component. - the above two steps are repeated until the unused portion of the keyNew component is L octets or less, - the random component is appended to the value of the temporary variable, and the result is input to the hash algorithm H to produce a digest value; - this digest value, truncated if necessary to be the same length as the unused portion of the keyNew, is XOR-ed with the unused portion of the keyNew to produce the (final portion of the) 'delta' component. For example, using MD5 as the hash algorithm H: iterations = (lenOfDelta - 1)/16; /* integer division */ temp = keyOld; for (i = 0; i < iterations; i++) { temp = MD5 (temp || random); delta[i*16 .. (i*16)+15] = temp XOR keyNew[i*16 .. (i*16)+15]; } temp = MD5 (temp || random); delta[i*16 .. lenOfDelta-1] = temp XOR keyNew[i*16 .. lenOfDelta-1]; The 'random' and 'delta' components are then concatenated as described above, and the resulting octet string is sent to the recipient as the new value of an instance of this object. At the receiver side, when an instance of this object is set to a new value, then a new value of K is computed as follows: - a temporary variable is initialized to the existing value of K; - if the length of the delta component is greater than L octets, then: - the random component is appended to the value of the temporary variable, and the result is input to the hash algorithm H to produce a digest value, and the temporary variable is set to this digest value; - the value of the temporary variable is XOR-ed with the first (next) L-octets (16 octets in case of MD5) of the delta component to produce the first (next) L-octets (16 octets in case of MD5) of the new value of K. - the above two steps are repeated until the unused portion of the delta component is L octets or less, - the random component is appended to the value of the temporary variable, and the result is input to the hash algorithm H to produce a digest value; - this digest value, truncated if necessary to be the same length as the unused portion of the delta component, is XOR-ed with the unused portion of the delta component to produce the (final portion of the) new value of K. For example, using MD5 as the hash algorithm H: iterations = (lenOfDelta - 1)/16; /* integer division */ temp = keyOld; for (i = 0; i < iterations; i++) { temp = MD5 (temp || random); keyNew[i*16 .. (i*16)+15] = temp XOR delta[i*16 .. (i*16)+15]; } temp = MD5 (temp || random); keyNew[i*16 .. lenOfDelta-1] = temp XOR delta[i*16 .. lenOfDelta-1]; The value of an object with this syntax, whenever it is retrieved by the management protocol, is always the zero length string. Note that the keyOld and keyNew are the localized keys. Note that it is probably wise that when an SNMP entity sends a SetRequest to change a key, that it keeps a copy of the old key until it has confirmed that the key change actually succeeded.""","","","","KeyChange","","SNMP-USER-BASED-SM-MIB"
"","OBJECT IDENTIFIER","","1.3.6.1.6.3.15.1.1","","","1","SNMP-USER-BASED-SM-MIB::usmStats","","","","","","","usmStats","usmMIBObjects","SNMP-USER-BASED-SM-MIB"
"","OBJECT-TYPE","","1.3.6.1.6.3.15.1.1.1","current","","1","SNMP-USER-BASED-SM-MIB::usmStatsUnsupportedSecLevels","","Counter32","""The total number of packets received by the SNMP engine which were dropped because they requested a securityLevel that was unknown to the SNMP engine or otherwise unavailable.""","read-only","","","usmStatsUnsupportedSecLevels","usmStats","SNMP-USER-BASED-SM-MIB"
"","OBJECT-TYPE","","1.3.6.1.6.3.15.1.1.2","current","","2","SNMP-USER-BASED-SM-MIB::usmStatsNotInTimeWindows","","Counter32","""The total number of packets received by the SNMP engine which were dropped because they appeared outside of the authoritative SNMP engine's window.""","read-only","","","usmStatsNotInTimeWindows","usmStats","SNMP-USER-BASED-SM-MIB"
"","OBJECT-TYPE","","1.3.6.1.6.3.15.1.1.3","current","","3","SNMP-USER-BASED-SM-MIB::usmStatsUnknownUserNames","","Counter32","""The total number of packets received by the SNMP engine which were dropped because they referenced a user that was not known to the SNMP engine.""","read-only","","","usmStatsUnknownUserNames","usmStats","SNMP-USER-BASED-SM-MIB"
"","OBJECT-TYPE","","1.3.6.1.6.3.15.1.1.4","current","","4","SNMP-USER-BASED-SM-MIB::usmStatsUnknownEngineIDs","","Counter32","""The total number of packets received by the SNMP engine which were dropped because they referenced an snmpEngineID that was not known to the SNMP engine.""","read-only","","","usmStatsUnknownEngineIDs","usmStats","SNMP-USER-BASED-SM-MIB"
